Food class level 1,Metrics,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels
,Country,Finland,Finland,France,France,Germany,Germany,Italy,Italy,Netherlands,Netherlands,Sweden,Sweden,United Kingdom,United Kingdom
,Food (FoodEx2 description),Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram
,"Juice, orange-peach",0,172.856,0.5,194.31,0,172.856,0.5,194.32,0,172.856,0,172.856,0,172.856
,"Juice, orange-peach, FORT Combination of vitamin and mineral only supplements",1.5,226.45,1.5,226.24,1.5,226.2,1.5,226.2,1.5,226.5,1.5,226.26,1.5,226.2
,"Juice, orange, FORT Vitamin only supplements",0.3,230.0547,0,186.056,0,186.056,0,186.056,0.15,219.673,0.3,230.0547,0.15,219.693
,"Juice, peach",2,202.369,2,202.369,2,202.369,2,52.119,2,202.369,2,202.369,2,202.369
,"Juice, pear",6,181.82,6,29.057,6,29.057,5,8.704,6,137.01,6,31.82,6,19.01
,"Juice, pineapple",0.6,178.34,1.1,206.245,0,143.012,0,160,0,194.018,0.2,173.1,0,68.77
,"Juice, pomegranate",0,215.5,0,215.5,0,215.5,,212.43,0,215.5,0,215.5,0,215.5
,"Juice, red currant",11,273.891,11,298.433,11,298.433,11,298.433,11,238.762,11,273.891,11,238.762
,"Juice, strawberry-cherry",0,172.856,0,172.856,0,172.856,0,172.856,0,172.856,0,172.856,0,172.856
,"Juice, strawberry-cherry, FORT Combination of vitamin and mineral only supplements",1.5,226.45,1.5,226.25,1.5,226.2,1.5,226.2,1.5,226.5,1.5,226.26,1.5,226.2
,"Juice, tomato",0.2,342.247,4.2,267.902,4.3,281.606,4.2,271.103,7.9,255.22,0.5,260.957,4,271.47
,"Juice, tomato-leafy vegetables",8.2,284.059,24.34,293.134,24.3,349.485,24.34,293.134,8.2,237.5,8.2,284.059,8.2,237.5
,Mixed fruit nectars,2,76.712,1.3,125.293,2,76.712,1.3,125.596,2,119.742,2,76.712,2,119.742
,Mixed vegetable juice,13.208,502.662,24.208,349.485,24.208,349.485,24.208,349.485,13.208,237.779,13.208,502.662,13.208,237.779
,Multivitamin juices,,0.54,2.5,145.145,2.5,146.769,2.5,145.075,2.5,219.7,,0.35,2.5,217.19
,"Multivitamin juices, FORT Combination of vitamin and mineral only supplements",3,138.417,3,137.947,3,137.888,3,137.888,3,138.387,3,137.948,3,137.888
,"Multivitamin juices, FORT Vitamin only supplements",,0.54,1.5,163.705,2.5,146.769,1.5,163.763,2.5,219.7,2.5,143.535,2.5,217.19
,"Nectar, apple",4,68.638,4,68.638,4,68.638,4,68.638,4,119.607,4,68.638,4,119.607
,"Nectar, apricot",2,119.939,2.1,222.621,2,119.939,1,93.205,2,119.76,2,119.939,2,119.76
,"Nectar, banana",0,101.593,0,101.593,0,101.593,0,101.593,0,101.593,0,101.593,0,101.593
,"Nectar, mango",1,72.909,1.1,36.103,1,72.909,1.1,36.103,1,119.712,1,72.909,1,119.712
,"Nectar, orange",0,149.53,1.1,115.775,1,95.545,1.1,115.775,1,119.607,0,149.53,1,119.607
,"Nectar, peach",2,96.089,1,104.385,2,96.089,1,51.675,2,119.8,2,96.089,2,119.8
,"Nectar, pear",4,69.557,3,76.561,4,69.557,3,21.62,4,119.555,4,69.557,4,119.555
,"Nectar, pineapple",1,74.533,1,74.533,1,74.533,0,159.9,1,119.6,1,74.533,1,119.6
,Vegetable juice concentrate,24,349.485,24,349.485,24,349.485,24,349.485,24,349.485,24,349.485,24,349.485
Grains and grain-based products,Amaranth flour,1,1317.461,1,1317.461,1,1317.461,1,1317.461,1,1317.461,1,1317.461,1,1317.461
,Apple strudel,4.14,240.611,4.14,216.242,4.14,240.611,4.14,216.242,4.14,216.242,4.14,240.611,4.14,240.611
,Asian-style noodles other than glass noodles,20,431.663,20,52.613,20,52.613,20,52.613,20,365.44,20,52.663,20,538.89
,"Asian-style noodles other than glass noodles, PROCESS Cooking in water",1,132.399,1,18.699,1,18.699,1,18.699,1,158.206,1,18.719,1,124.31
,"Asian-style noodles other than glass noodles, PROCESS Steaming",1,19.699,1,19.699,1,19.699,1,19.699,1,159.006,1,19.719,1,69.31
,Baklava,11.2,517.234,11.2,578.76,11.2,517.234,11.2,578.76,11.2,185.75,11.2,517.234,11.2,237.057
,Barley flour,9.6,788.28,2,1058.58,2,1058.58,2,1061.58,2,788.58,9.6,788.28,2,1058.58
,"Barley grain, pearled",9.6,576.18,3.3,574.139,3.3,574.139,2,397.07,2,519.11,9.6,576.18,2,576.457
,"Barley grain, pearled, PROCESS Cooking in water",2.2,146.4062,2.2,191.822,2.2,191.822,2.2,191.822,2.2,195.637,2.2,146.4062,2.2,195.637
,"Barley grain, pearled, PROCESS Steaming",2.2,146.4062,2.2,191.822,2.2,191.822,2.2,191.822,2.2,195.637,2.2,146.4062,2.2,195.637
,Barley porridge,0.17,315.53,0.17,315.52,0.17,315.52,0.17,315.52,0.17,315.52,0.17,315.52,0.17,315.52
,"Barley porridge, INGRED Cow milk, skimmed (low fat)",0.17,315.54,0.17,315.52,0.17,315.52,0.17,315.52,0.17,315.52,0.17,315.52,0.17,315.52
,"Barley porridge, INGRED Cow milk, whole",3.4,358.8916,3.4,358.8516,3.4,358.8516,3.4,358.8516,3.4,358.8516,3.4,358.8516,3.4,358.8516
,"Barley porridge, INGRED Tap water",1.3,116.0404,1.3,116.0404,1.3,116.0404,1.3,116.0404,1.3,116.0404,1.3,116.0504,1.3,116.0404
,Barley rolled grains,9.6,598.82,2,439.87,2,439.87,2,439.87,2,766.89,9.6,598.82,2,766.89
,Beignets,7.6,200.735,7,246.716,7.6,200.735,7,246.716,7,246.716,7.6,200.735,7.6,200.735
,"Biscuit with inclusions, filling or coating",3,429.7729,11.04,514.225,11,791.971,11.04,374.525,11,571.756,1.2,281.7229,11,326.48
,"Biscuits, chocolate",,,10.04,514.604,29.2,1252.916,5,481.854,3.1,341.047,,,8.2,566.26
,"Biscuits, oat meal",26.4,368.8764,26.7,468.976,26.7,468.976,26.7,468.976,26.4,445.986,,,26.4,553.45
,"Biscuits, sweet, plain",8.9,247.7835,8.05,368.74,8,787.732,8.05,367.895,10.01,428.211,6.38,264.2235,8.3,271.67
,"Biscuits, sweet, plain, FORT Combination of vitamin and mineral only supplements",8.04,1288.65,8.04,1290.6,8.04,1288.65,8.04,1288.65,8.04,1289.01,8.04,1288.65,8.04,1288.65
,"Biscuits, sweet, plain, FORT Vitamin only supplements",6.04,549.53,6.04,551.33,6.04,1193.53,6.04,511.53,6.04,549.89,6.04,549.53,6.04,549.53
,"Biscuits, sweet, wheat wholemeal",,,10,787.692,10,787.782,10,627.692,10,708.66,14.65,362.124,10,385.58
,Bread and rolls with special ingredients added,6.9,417.809,4.57,422.952,6.9,419.337,4.57,422.952,10,692.555,6.9,417.809,4,451.42
,"Bread and rolls with special ingredients added, FORT Protein and amino acids supplements",0.1,490.824,0.1,490.824,0.1,490.824,0.1,490.824,0.1,490.824,0.1,490.824,0.1,490.824
,Bread stuffing,2.3,353.76,2.3,353.76,2.3,353.76,2.3,353.76,2.3,353.76,2.3,353.76,2.3,353.76
,Breadcrumbs,7.5,373.46,2.7,366.337,2.65,308.607,2.7,459.007,5,438.565,7.5,373.46,5,466.79
,Brioche type products,6.4,338.677,6,407.53,6.4,338.677,6,157.28,,,6.4,338.677,,
,Buckwheat flour,27,456.93,16,1039.475,16,1039.475,7,393.417,16,491.53,27,456.93,16,491.53
,Buckwheat groats,11.8,989.25,20,2601.316,20,2601.316,9,929.836,9,469.62,5,989.25,9,458.017
,Buns,,,1.14,217.742,3,381.685,1.14,217.742,4,574.357,3,381.685,3.3,458.99
,Butter biscuits,,,10.35,272.5,5.2,211.998,10.35,271.03,3.05,263.685,4.71,218.31,3.05,263.685
,"Cake marbled, with chocolate",,,5.71,309.595,6.1,497.258,5.71,309.595,5.71,309.595,,,6.1,497.258
,Cereal bars mixed,,,21.31,594.81,18.2,720.888,21.31,594.81,18.2,469.893,,,18.2,828.63
,Cereal bars plain,,,16,657.617,16,718.188,16,657.617,16,1033.239,,,16,1033.239
,Cereal bran,0,3694.224,2,2994.51,0,3693.524,4.3,3072.12,2,2994.51,0,3693.524,2,2994.51
,Cereals and cereal-like grains not separately listed,30,858.377,30,858.377,30,858.377,30,858.377,30,858.377,30,858.377,30,858.377
,Chapatti flour,3,461.84,3,461.84,3,461.84,3,461.84,3,461.84,3,461.84,3,461.84
,Cheese cake,,,3.5,395.292,5.7,325.448,3.5,395.292,5.5,228.69,1.5,658.244,5.5,228.69
,Chocolate cake,,,14.7,558.717,5.5,688.111,14.7,558.717,9.22,503.135,16.37,399.427,5.6,430.547
,Chocolate cake with fruits,5,258.894,5.3,375.375,5.3,375.375,5.3,375.375,5,258.894,5,258.894,5.3,375.375
,Choux pastry doughs,6.6,188.875,6.6,188.875,6.6,188.875,6.6,188.875,6.6,216.142,6.6,188.875,6.6,216.142
,"Choux pastry doughs, PROCESS Baking",8.6,189.575,20.1,458.03,8.6,189.575,3,461.57,9,331.172,8.6,189.575,9,331.172
,Common millet and similar-,17,586.421,17,947.18,17,947.18,3,662.8,3,716.49,17,586.421,3,716.49
,"Common millet and similar-, PROCESS Cooking in water",0.8,236.042,1,206.537,1,206.537,1,206.537,1,244.996,0.8,236.042,1,244.996
,"Common millet and similar-, PROCESS Steaming",0.8,236.042,1,206.537,1,206.537,1,206.537,1,244.996,0.8,236.042,1,244.996
,Common wheat grain,6.7,814.75,4.1,867.523,4.1,867.523,5,832.139,5,307.21,4.1,814.75,5,307.21
,Corn chips,4.82,642.583,11.8,374.417,0.6,374.417,0.6,374.417,7,747.196,13.4,642.583,3.18,707
,Corn curls,8,175.672,7.15,571.996,1.6,339.341,7.15,571.996,1.6,427.22,1.1,529.192,3,348.126
,Corn semolina based thick soup,,,0,20.488,0,20.488,0,120.63,0,20.488,,,0,20.488
,Cornmeal porridge,,,0,156.348,0,156.348,0,120.63,0,156.348,,,0,156.348
,"Cornmeal porridge, INGRED Cow milk, whole",3.3,391.2405,3.3,391.2405,3.3,391.2405,3.3,391.2405,3.3,391.2405,3.3,391.2405,3.3,391.2405
,"Cornmeal porridge, INGRED Tap water",0,156.348,0,120.63,0,156.348,0,120.63,0,120.63,0,156.348,0,156.348
,Couscous,7.7,284.907,0,440.937,0,695.311,0,440.937,0,410.03,7.7,284.907,0,410.03
,"Couscous, PROCESS Cooking in water",3.6,90.9016,2.2,254.369,0,287.93,2.2,254.369,0,143.177,0.58,76.9616,0,97.557
,"Couscous, PROCESS Steaming",3.6,90.9016,2.2,254.369,0,287.93,2.2,254.369,0,143.177,0.58,76.9616,0,97.557
,Crackers and breadsticks,,,2,372.6,5,706.107,2,372.6,4,372.74,3.62,443.44,6,372.9
,Cream cake,6.3,310.2854,24.01,265.158,6.4,354.804,24.01,265.158,12.25,333.975,2.2,308.8654,6.4,249.79
,Cream cheese cake,,,4.5,256.915,4.5,256.915,4.5,256.915,4.5,228.69,4.5,256.915,4.5,228.69
,Cream custard cake,10.42,238.406,10.14,269.052,10.42,238.406,10.14,269.052,10.42,321.87,10.42,238.406,10.42,321.87
,Cream-cheese strudel,4.5,322.995,4.5,322.995,4.5,322.995,4.5,322.995,4.5,322.995,4.5,322.995,4.5,322.995
,"Crisp bread, rye wholemeal",,,7.3,1005.746,7.3,1005.746,5,628.562,2,974.48,5.51,985.85,8,966.35
,"Crisp bread, rye, refined flour",6.6,1042.865,11.6,1006.076,11.6,1006.076,11.6,1006.076,6.6,1042.865,6.6,1042.795,11.6,1006.076
,"Crisp bread, wheat, refined flour",,,1,331.51,3.3,450.756,1,331.51,2,655.45,,,2,655.45
,"Crisp bread, wheat, wholemeal",14.58,868.688,16.3,451.256,16.3,451.256,3,451.256,2,1053.43,17.4,798.298,2,1053.43
,Croissant,3,,1.2,291.16,8.1,327.698,1.2,378.15,4,230.811,5.7,327.698,8,319.6
,Croissant from puff pastry,,,15.2,291.16,22.1,327.698,14,137.45,18,230.811,,,22,319.6
,"Croissant, filled with chocolate",7.3,529.798,5.2,341.731,7.3,529.798,5.2,341.731,7.07,348.697,7.3,529.798,7.07,348.697
,"Croissant, filled with cream",,157.59,,157.59,,157.59,,157.59,,157.59,,157.59,,157.59
,"Croissant, filled with jam",,135.41,,135.41,,135.41,,135.41,,135.41,,135.41,,135.41
,Croquembouche,19.01,264.71,19.01,264.71,19.01,264.71,19.01,264.71,19.01,264.71,19.01,264.71,19.01,264.71
,Croutons,,,1,332.207,4,367.827,1,332.207,4,275.687,,,4,275.687
,Doughnuts-berliner,28.1,179.5426,6.2,220.561,7.3,268.348,6.2,220.561,7.3,302.023,27.21,486.7926,,
,Dried egg pasta,,0.5,0,446.477,0,446.477,0,435.693,0,446.477,,0.43,0,446.477
,"Dried egg pasta, PROCESS Baking",0,158.001,0,157.921,0,157.911,0,157.911,0,157.901,0,157.941,0,157.911
,"Dried egg pasta, PROCESS Cooking in water",,0.15,15.76,174.164,15.6,136.87,15.76,174.144,15.76,184.024,15.6,136.902,15.76,184.024
,"Dried egg pasta, PROCESS Steaming",,0.15,0,136.882,0,136.87,0,136.87,0,184.024,0,136.902,0,184.024
,"Dumpling, sweet",2.3,290.467,2.3,290.467,2.3,290.467,2.3,290.467,2.3,290.467,2.3,290.467,2.3,290.467
,Durum wheat grain,5,867.248,0,1303.48,5,867.248,3.8,1029.13,5,311.92,5,867.248,5,311.92
,"Durum wheat grain, PROCESS Baking",0,290.964,0,290.964,0,290.964,0,290.964,0,290.964,0,290.964,0,290.964
,"Durum wheat grain, PROCESS Cooking in water",1.6,290.988,1.6,299.653,1.6,290.988,3.8,1027.04,1.6,299.653,1.6,290.988,1.6,290.988
,"Durum wheat grain, PROCESS Steaming",1.6,290.988,1.6,299.653,1.6,290.988,1.6,299.653,1.6,299.653,1.6,290.988,1.6,290.988
,�clair,6.6,256.332,4.37,326.573,6.6,256.332,4.37,326.573,6.34,219.721,6.6,256.332,7,392.09
,"Extruded, pressed or puffed bread",,,,333.08,6.1,447.839,,333.08,,329.26,7.49,735.711,,329.26
,Flan tart,6.2,210.972,7.42,293.187,6.2,210.972,7.42,293.187,7,242.734,6.2,210.972,6,160.45
,Flour mix (like wheat/rye/barley/oats and other),9.5,494.76,9.5,494.76,9.5,494.76,9.5,494.76,9.5,494.76,9.5,494.76,9.5,494.76
,Fresh egg pasta,,0.42,1.31,409.409,24,316.342,1,338.689,24,338.637,,0.35,24,338.637
,"Fresh egg pasta, PROCESS Baking",0,157.971,0,157.981,0,157.911,0,157.911,0,157.901,0,157.901,0,157.911
,"Fresh egg pasta, PROCESS Cooking in water",,0.12,15.76,174.3,13,87.023,15.76,174.26,13,184.424,,0.05,13,195.27
,"Fresh egg pasta, PROCESS Steaming",,0.12,13,137.32,13,137.27,13,137.27,13,184.424,,0.05,13,195.27
,Fruit cake,,,5.1,356.891,5.2,727.148,5.1,356.891,6.15,208.748,1.97,418.165,5.3,654.28
,Fruit pie-tarts,7.1,224.506,7,344.684,7.1,224.506,7,344.684,9.08,197.519,7.1,224.506,7.08,260.21
,Gingerbread,5,1032.008,0,110.51,5,1031.968,0,110.51,5,1031.998,5,1031.968,2.4,295.46
,"Gingerbread dough, PROCESS Baking",2.4,292.94,,202.51,2.4,292.94,,202.51,2.4,292.94,2.4,292.94,2.4,292.94
,"Gluten free bread, brown",,,1,414.79,1,414.79,1,414.79,1,759.79,,,1,759.79
,"Gluten free bread, white",,,0,123.833,0,123.833,0,123.833,0,483.833,,,0,483.833
,Gnocchi,,,2.1,242.872,2.1,242.872,2.1,242.872,2.1,242.872,,,2.1,242.872
,"Gnocchi, PROCESS Baking",2.1,225.742,2.1,225.742,2.1,225.742,2.1,225.742,2.1,225.742,2.1,225.742,2.1,225.742
,"Gnocchi, PROCESS Cooking in water",7.1,197.485,7.15,250.981,7.1,197.485,7.15,250.981,7.15,250.981,7.1,197.485,7.1,197.485
,"Gnocchi, PROCESS Steaming",2.1,213.654,2.1,213.654,2.1,213.654,2.1,213.654,2.1,213.654,2.1,213.654,2.1,213.654
,Gougere,13.7,409.186,16.179,759.626,13.7,409.186,16.179,759.626,13.81,300.108,13.7,409.186,13.81,300.108
,Graham flour,1.1,840.802,6,835.91,0.1,840.802,6,835.91,0.1,840.802,1.1,840.802,6.76,835.91
,Indian rice grain,2,1076.446,2,1076.446,2,1076.446,2,1076.446,2,1076.446,2,1076.446,2,1076.446
,"Indian rice grain, PROCESS Cooking in water",0.8,223.226,1.8,365.056,1.8,365.056,1.8,365.056,1.8,365.056,0.8,223.226,1.8,365.056
,"Indian rice grain, PROCESS Steaming",0.8,223.226,1.8,365.056,1.8,365.056,1.8,365.056,1.8,365.056,0.8,223.226,1.8,365.056
,Ingredient rich fine dough without yeast,3.5,272.017,3.5,272.017,3.5,272.017,3.5,272.017,3.5,272.017,3.5,272.017,3.5,272.017
,"Ingredient rich fine dough without yeast, PROCESS Baking",7.5,272.017,7.54,431.421,7.5,272.017,7.54,431.421,7.54,431.421,7.5,272.017,7.5,272.017
,Kringles,9.1,440.698,9.1,440.698,9.1,440.698,9.1,440.698,9.1,379.93,9.1,440.698,9.1,379.93
,Laminated doughs,3,126.943,3,253.18,3,126.943,3,253.18,3,198.657,3,126.943,3,198.657
,"Laminated doughs, PROCESS Baking",3,126.433,3,186.705,3,126.433,3,186.705,3,186.705,3,126.433,3,126.433
,Leavened bread doughs-deprecated,2.2,285.333,2.2,285.333,2.2,285.333,2.2,285.333,2.2,285.333,2.2,285.333,2.2,285.333
,"Leavened bread doughs-deprecated, PROCESS Baking",,,8.5,219.55,31,384.885,8.5,219.55,31,341.83,,,31,341.83
,"Leavened bread doughs-deprecated, PROCESS Cooking in water",1.2,217.967,1.2,217.967,1.2,217.967,1.2,217.967,1.2,217.967,1.2,217.967,1.2,217.967
,"Leavened bread doughs-deprecated, PROCESS Steaming",0,428.977,0,428.977,0,428.977,0,428.977,0,428.977,0,428.977,0,428.977
,Lebkuchen,18,586.091,18.4,526.435,18.4,526.435,18.4,526.435,18,586.091,18,586.091,18.4,526.435
,Macaroons,18.71,454.797,,573.965,2,577.894,,573.965,3,239.541,18.71,454.797,2,680.95
,Maize flour,8,175.305,,,3.2,450.858,3.2,290.028,3.2,540.323,8,175.305,3.2,540.323
,Maize semolina,0,181.592,0,181.592,0,181.592,0,181.592,0,181.592,0,181.592,0,181.592
,"Maize semolina, PROCESS Baking",15,196.761,15,196.761,15,196.761,15,196.761,15,196.761,15,196.761,15,196.761
,"Maize semolina, PROCESS Cooking in water",15,196.809,15,120.63,15,196.809,15,120.63,15,120.63,15,196.809,15,196.809
,"Maize semolina, PROCESS Steaming",15,196.809,15,120.63,15,196.809,15,120.63,15,120.63,15,196.809,15,196.809
,Maize starch,0,36.383,0,50.276,0,50.276,0,43.276,0,56.933,0,36.383,0,56.933
,Marzipan pie,9.41,470.689,3,352.78,4.1,516.447,3,352.78,4.3,425.32,9.41,470.689,4.3,425.32
,Matzo,0,307.76,0,307.76,0,307.76,0,307.76,0,421.58,0,307.76,0,307.76
,Meringue,8.8,87.4821,3,123.21,4,106.141,,115.15,4.1,134.28,3.66,143.9721,4.1,134.28
,Meringue tart,,,2.2,180.786,2.2,180.786,2.2,180.786,1.14,367.113,0.94,180.786,2.14,156.47
,Millet flour,3,585.023,3,831.867,3,831.867,3,831.867,3,832.297,3,585.023,3,832.297
,Millet groats,3,947.18,3,947.18,3,947.18,3,947.18,3,947.18,3,947.18,3,947.18
,Millet rolled grains,1,947.18,1,947.18,1,947.18,1,947.18,1,947.18,1,947.18,1,947.18
,Miscellaneous mixed and processed breakfast cereals-deprecated,48.5,1227.24,19.8,641.475,16,877.647,19.8,641.055,16,839.48,16,877.647,16.9,683.43
,Mixed breakfast cereals,12.44,666.2885,11.68,645.14,10.8,858.477,11.68,644.73,10.8,877.992,10.2,666.0385,10.8,878.442
,Mixed cereal rolled grains,,,0,767.94,0,767.94,0,767.94,0,767.94,,,0,767.94
,Mixed cereal-based snacks,7.24,361.225,5.683,404.983,5.683,404.983,5.683,404.983,16.683,376.764,9.46,361.225,5.683,517.05
,Muesli plain,7.92,700.9929,13.84,972.58,4,857.762,13.84,907.53,4,1036.88,6,700.9929,4,938
,Muffins,,,11.66,337.456,7.4,441.465,11.66,337.456,7.5,635.996,,,7.5,635.996
,Multigrain (not only rye-wheat) bread and rolls,7.1,516.2362,11.29,630.351,6.2,431.021,11.29,630.391,9,484.697,7.1,516.2362,9,484.697
,"Noodle, rice",15.1,217.838,15.1,217.802,15.1,217.802,15.1,217.802,15.1,66.683,15.1,217.838,15.1,66.683
,"Noodle, rice, PROCESS Cooking in water",5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598
,"Noodle, rice, PROCESS Steaming",5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598,5.8,85.6598
,Nut cream cake,,,5.5,382.053,5.5,382.053,5.5,382.053,3.14,368.254,,,5.5,546.661
,Oat bran,10.7,1036.153,1,857.86,1,857.86,1,857.86,1,1103.06,1,1616.84,1,857.86
,Oat flour,12.6,1033.58,12.6,873.508,12.6,873.508,12.6,937.518,12.6,873.508,12.6,1033.58,12.6,873.508
,Oat groats,8.1,994.227,10,910.287,10,910.287,10,910.287,10,930.917,10,910.287,10,930.917
,Oat high-bran flakes,2.1,883.243,0,883.243,0,883.243,0,958.135,0,883.243,0,883.243,0,883.243
,Oat porridge,6.1,136.3173,8.3,332.346,8.3,332.333,8.3,332.333,6.3,348.39,6.1,136.3973,8,905
,"Oat porridge, INGRED Cow milk, skimmed (low fat)",3.5,428.0351,3.5,427.9951,3.5,427.9951,3.5,427.9951,3.5,428.0651,3.5,427.9851,3.5,428.0051
,"Oat porridge, INGRED Cow milk, whole",8.5,419.7343,6.3,330.633,6.3,330.633,6.3,330.633,6.3,346.73,8.5,419.6843,6.9,500.09
,"Oat porridge, INGRED Tap water",17.1,134.0173,17,143.301,17,190.214,17,143.296,17,115.041,17.1,134.5683,17,115.081
,Oat rolled grains,3.1,1025.827,3,858.144,3,858.144,3,858.144,7,911.757,1,1025.827,3,929.217
,"Oat rolled grains, instant",5.1,858.144,3,858.144,3,858.144,3,858.144,7,911.757,3,858.144,3,906.577
,Pancakes,,,5.14,437.877,4.5,327.746,5.14,437.877,5.35,541.052,4.2,327.746,4.8,397.91
,Pasta flavoured and/or/coloured-deprecated,82.8,294.0223,82.8,449.687,82.8,449.687,82.8,449.687,82.8,449.687,82.8,294.0223,82.8,449.687
,Pasta wholemeal,8.1,688.25,2,928.04,2,928.46,16,928.95,4,1082.1,8.1,688.25,16,889.54
,"Pasta wholemeal, PROCESS Baking",0,324.271,0,324.211,0,324.401,0,324.401,0,324.291,0,324.291,0,324.421
,"Pasta wholemeal, PROCESS Cooking in water",,0.06,25.9,220.83,6,324.536,25.9,220.83,11,278.223,6,324.363,6,309.89
,"Pasta wholemeal, PROCESS Steaming",6,309.74,6,309.68,6,309.89,6,309.69,11,278.223,6,309.76,6,309.89
,Pasta with egg-deprecated,,0.3,,0.3,,0.3,,0.3,,0.3,,0.3,,0.3
,"Pasta, gluten free",2.4,699.34,2.4,47.378,2.4,47.378,2.4,47.378,2.4,138.378,2.4,581.14,2.4,125.378
,"Pasta, gluten free, PROCESS Cooking in water",,,0,20.414,0,20.414,0,20.414,0,20.414,,,0,20.414
,"Pasta, gluten free, PROCESS Steaming",,,0,20.997,0,20.997,0,20.997,0,20.997,,,0,20.997
,"Pasta, simple-deprecated",7.7,473.91,4.8,452.79,4.8,452.79,2.7,464.09,20,303.01,7.7,473.92,17,532.74
,"Pasta, simple-deprecated, PROCESS Baking",0,140.867,0,140.887,0,140.857,0,140.85,0,140.85,0,140.847,0,140.897
,"Pasta, simple-deprecated, PROCESS Cooking in water",1.8,167.83,1,128.973,1.8,140.968,1,96.033,1,159.386,1.8,167.81,5,92.5
,"Pasta, simple-deprecated, PROCESS Steaming",1,140.91,1,140.93,1,140.901,1,96.074,1,159.186,1,140.89,1,159.236
,Pita bread,4.9,202.2185,2,307.203,2,307.203,2,307.203,3,206.553,1.38,315.3785,2,444.783
,"Pizza base, cooked",4.42,,3,154.694,3,154.694,3,177.51,5.8,185.794,4.42,,3,185.794
,"Popcorn (maize, popped)",7,466.1156,9.9,780.968,1,608.928,9.9,753.04,1,622.94,1,612.3256,1,487.386
,Popcorn kernels,5.3,471.867,5,590.468,5,590.468,15.5,688.168,5,621.2,5,471.867,5.37,621.2
,Popped cereals,15.2,263.4872,3.95,721.21,4,923.223,3.95,721.36,4.9,893.68,15.2,263.9172,4.9,892.48
,Pretzels,,,1,371.383,1,395.845,1,371.383,1,335.743,,,1,335.743
,Processed and mixed breakfast cereals,5.7,1832.858,13.86,1022.27,13.1,882.934,13.86,1021.85,13.86,1022.01,13.1,882.934,13.1,882.934
,Processed barley-based flakes,1,821.07,1,439.87,1,439.87,1,439.87,1,821.07,1,821.07,1,439.87
,Processed maize-based flakes,3.7,202.17,4.43,204.29,5,210.93,2.83,268.08,5.9,183.63,4.65,133.04,5.9,183.63
,Processed mixed cereal-based flakes,63,369.6809,114.68,518,113,857.762,114.68,515.7,114.68,517.75,69.6,369.8009,113,858.2
,Processed oat-based flakes,10.7,926.018,7,786.36,7,786.36,7,786.466,7,819.49,8.6,926.068,7.7,952.9
,Processed rice-based flakes,,0.05,1.84,824.6,3.34,135.73,1.84,824.65,2.7,652.11,2.49,217.163,2.7,652.13
,Processed rye-based flakes,2.8,891.033,2,995.858,2,875.858,2,995.858,2,1088.783,2.8,891.033,2,1088.783
,Processed wheat-based flakes,21.9,955.2862,24.83,913.83,16,878.597,24.83,914.02,16.7,2517.04,21.9,955.3262,16.7,2517.04
,Profiterole,5.3,392.21,6.4,427.711,5.3,392.21,6.4,427.711,4.34,219.821,5.3,392.21,5.3,392.21
,Pumpernickel,4.3,489.4838,2.2,429.63,2.2,429.63,2.2,429.63,1,545.95,1,888.4138,1,545.95
,Pyramid cake,7,310.128,7,310.128,7,310.128,7,310.128,7,310.128,7,310.128,7,310.128
,Rice and similar-,,0.32,,0.32,,0.32,,0.32,,0.32,,0.32,,0.32
,Rice chips,,,8,248.032,8,248.032,8,248.032,8,285.207,,,8,285.207
,Rice flour,15,286.51,3.1,228.462,3.1,228.462,3,228.357,3,304.58,15,286.51,3,424.12
,"Rice grain, brown",13.6,622.678,2.2,682.563,2.2,682.483,10,589.572,10,732,13.6,622.868,10,692.92
,"Rice grain, brown, PROCESS Baking",0,88.968,0,88.948,0,88.968,0,88.988,0,88.978,0,89.018,0,89.028
,"Rice grain, brown, PROCESS Cooking in water",5.5,250.3772,2.2,219.637,4,230.475,2.2,202.717,9,201.546,5.33,236.1072,4,269.936
,"Rice grain, brown, PROCESS Steaming",5.5,250.3772,2.2,219.597,4,89.095,2.2,202.717,9,201.546,5.33,236.1072,4,269.936
,"Rice grain, long-grain",3,600.48,7.2,260.353,14,265.825,7.2,260.353,14,230.06,3,600.72,14,392.1
,"Rice grain, long-grain, PROCESS Cooking in water",6,116.364,1,85.765,5,75.967,1,85.725,1,90.579,4.66,78.064,5,139.62
,"Rice grain, long-grain, PROCESS Steaming",6,116.364,1,85.765,5,89.028,1,85.725,1,90.579,4.66,78.064,5,139.62
